Observation id,ground,Subject,Behavior,Modifier #1,Modifier #2,Modifier #3,Modifier #4,Modifier #5,Start (s),Stop (s),Image index start,Image index stop,Comment start,Comment stop
Crow_2024_08_01_L6_Box3,leaves,key_hole,solve,left lever,both paws,no reaction,,,568.793,568.793,13847,13847,,
Crow_2024_08_01_L6_Box3,leaves,key_hole,solve,left lever,both paws,no reaction,,,580.926,580.926,14211,14211,,
Crow_2024_08_01_L6_Box3,leaves,key_hole,solve,left lever,both paws,no reaction,,,593.326,593.326,14583,14583,,
Crow_2024_08_01_L6_Box3,leaves,key_hole,solve,left lever,both paws,no reaction,,,604.526,604.526,14919,14919,,
Crow_2024_08_01_L6_Box3,leaves,key_hole,solve,left lever,both paws,no reaction,,,610.859,610.859,15109,15109,,
Crow_2024_08_01_L6_Box3,leaves,key_hole,solve,left lever,both paws,no reaction,,,623.126,623.126,15477,15477,,
Crow_2024_08_01_L6_Box3,leaves,key_hole,solve,left lever,left paw,no reaction,,,629.125,629.125,15657,15657,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,both paws,no reaction,,,686.078,686.078,63,63,,
Crow_2024_08_01_L6_Box3,leaves,key_hole,solve,right lever,both paws,no reaction,,,693.144,693.144,275,275,,
Crow_2024_08_01_L6_Box3,leaves,key_hole,solve,left lever,both paws,no reaction,,,701.411,701.411,523,523,,
Crow_2024_08_01_L6_Box3,leaves,key_hole,solve,left lever,both paws,no reaction,,,708.944,708.944,749,749,,
Crow_2024_08_01_L6_Box3,leaves,key_hole,solve,left lever,both paws,no reaction,,,715.544,715.544,947,947,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,left paw,no reaction,,,730.15,730.15,222,222,,
Crow_2024_08_01_L6_Box3,leaves,key_hole,solve,left lever,both paws,no reaction,,,739.916,739.916,515,515,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,left paw,no reaction,,,762.056,762.056,48,48,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,left paw,no reaction,,,774.256,774.256,414,414,,
Crow_2024_08_01_L6_Box3,leaves,key_hole,solve,right lever,right paw,no reaction,,,796.922,796.922,1094,1094,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,both paws,no reaction,,,833.122,833.122,2180,2180,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,left paw,no reaction,,,841.822,841.822,2441,2441,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,both paws,no reaction,,,848.988,848.988,2656,2656,,
Crow_2024_08_01_L6_Box3,leaves,candy_corn,solve,left lever,right paw,exit,,,927.76,927.76,287,287,,
Crow_2024_08_01_L6_Box3,leaves,candy_corn,solve,right lever,right paw,exit,,,"1,091,132","1,091,132",2676,2676,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,both paws,no reaction,,,"1,142,265","1,142,265",4210,4210,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,both paws,no reaction,,,"1,152,164","1,152,164",4507,4507,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,both paws,no reaction,,,"1,168,564","1,168,564",4999,4999,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,both paws,no reaction,,,"1,188,231","1,188,231",5589,5589,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,left paw,no reaction,,,"1,216,064","1,216,064",6424,6424,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,both paws,no reaction,,,"1,223,664","1,223,664",6652,6652,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,both paws,no reaction,,,"1,236,164","1,236,164",7027,7027,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,both paws,no reaction,,,"1,251,764","1,251,764",7495,7495,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,left paw,no reaction,,,"1,261,297","1,261,297",7781,7781,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,left paw,no reaction,,,"1,274,930","1,274,930",8190,8190,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,left paw,no reaction,,,"1,283,697","1,283,697",8453,8453,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,left paw,no reaction,,,"1,293,463","1,293,463",8746,8746,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,left paw,no reaction,,,"1,299,796","1,299,796",8936,8936,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,left paw,no reaction,,,"1,313,363","1,313,363",9343,9343,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,left paw,no reaction,,,"1,322,029","1,322,029",9603,9603,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,left paw,no reaction,,,"1,338,296","1,338,296",10091,10091,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,left paw,no reaction,,,"1,355,529","1,355,529",10608,10608,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,both paws,no reaction,,,"1,362,862","1,362,862",10828,10828,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,left paw,no reaction,,,"1,375,162","1,375,162",11197,11197,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,left paw,no reaction,,,"1,384,229","1,384,229",11469,11469,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,both paws,no reaction,,,"1,402,062","1,402,062",12004,12004,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,both paws,no reaction,,,"1,428,428","1,428,428",12795,12795,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,left paw,no reaction,,,"1,437,462","1,437,462",13066,13066,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,left paw,no reaction,,,"1,448,328","1,448,328",13392,13392,,
Crow_2024_08_01_L6_Box3,leaves,key_hole,solve,right lever,both paws,no reaction,,,"1,506,967","1,506,967",816,816,,
Crow_2024_08_01_L6_Box3,leaves,key_hole,solve,left lever,both paws,flinch,,,"1,514,101","1,514,101",1030,1030,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,left paw,no reaction,,,"1,813,037","1,813,037",624,624,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,left paw,no reaction,,,"1,822,737","1,822,737",915,915,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,both paws,no reaction,,,"1,832,371","1,832,371",1204,1204,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,both paws,no reaction,,,"1,836,937","1,836,937",1341,1341,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,both paws,no reaction,,,"1,843,337","1,843,337",1533,1533,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,right paw,no reaction,,,"1,853,504","1,853,504",1838,1838,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,both paws,no reaction,,,"1,860,537","1,860,537",2049,2049,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,left paw,no reaction,,,"1,872,737","1,872,737",2415,2415,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,left paw,no reaction,,,"1,878,603","1,878,603",2591,2591,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,right paw,no reaction,,,"1,883,737","1,883,737",2745,2745,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,left paw,no reaction,,,"1,892,337","1,892,337",3003,3003,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,left paw,no reaction,,,"1,910,970","1,910,970",3562,3562,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,both paws,no reaction,,,"1,948,242","1,948,242",446,446,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,left paw,no reaction,,,"1,957,675","1,957,675",729,729,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,right paw,no reaction,,,"1,965,675","1,965,675",969,969,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,right paw,no reaction,,,"1,975,842","1,975,842",1274,1274,,
Crow_2024_08_01_L6_Box3,leaves,key_hole,solve,right lever,both paws,exit,,,"1,982,342","1,982,342",1469,1469,,
Crow_2024_08_01_L6_Box3,leaves,key_hole,solve,right lever,both paws,alert,,,"1,986,275","1,986,275",1587,1587,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,right lever,both paws,no reaction,,,"1,997,275","1,997,275",1917,1917,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,both paws,no reaction,,,"2,009,842","2,009,842",2294,2294,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,right paw,no reaction,,,"2,021,641","2,021,641",2648,2648,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,right paw,no reaction,,,"2,035,308","2,035,308",3058,3058,,
Crow_2024_08_01_L6_Box3,leaves,key_hole,solve,right lever,both paws,alert,,,"2,039,908","2,039,908",3196,3196,,
Crow_2024_08_01_L6_Box3,leaves,key_hole,solve,right lever,both paws,alert,,,"2,042,841","2,042,841",3284,3284,,
Crow_2024_08_01_L6_Box3,leaves,key_hole,solve,right lever,both paws,no reaction,,,"2,049,408","2,049,408",3481,3481,,
Crow_2024_08_01_L6_Box3,leaves,key_hole,solve,right lever,both paws,no reaction,,,"2,058,074","2,058,074",3741,3741,,
Crow_2024_08_01_L6_Box3,leaves,key_hole,solve,right lever,both paws,no reaction,,,"2,065,141","2,065,141",3953,3953,,
Crow_2024_08_01_L6_Box3,leaves,key_hole,solve,right lever,both paws,no reaction,,,"2,072,974","2,072,974",4188,4188,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,both paws,no reaction,,,"2,082,074","2,082,074",4461,4461,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,right lever,both paws,no reaction,,,"2,095,541","2,095,541",4865,4865,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,right lever,both paws,no reaction,,,"2,107,041","2,107,041",5210,5210,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,left paw,no reaction,,,"2,118,040","2,118,040",5540,5540,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,right lever,both paws,no reaction,,,"2,127,640","2,127,640",5828,5828,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,both paws,no reaction,,,"2,136,740","2,136,740",6101,6101,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,both paws,no reaction,,,"2,147,774","2,147,774",6432,6432,,
Crow_2024_08_01_L6_Box3,leaves,boomerang,solve,left lever,both paws,no reaction,,,"2,159,340","2,159,340",6779,6779,,
Crow_2024_08_04_L1_Box1,dirt,candy_corn,solve,left lever,right paw,exit,,,38.585,38.585,155,155,,
Crow_2024_08_04_L1_Box1,dirt,escape_arrow,solve,right lever,both paws,alert,,,71.925,71.925,423,423,,
Crow_2024_08_04_L1_Box1,dirt,escape_arrow,solve,left lever,left paw,no reaction,,,91.804,91.804,209,209,,
Crow_2024_08_04_L1_Box1,dirt,Amazon,solve,left lever,unknown,no reaction,,,99.038,99.038,426,426,,
Crow_2024_08_04_L1_Box1,dirt,escape_arrow,solve,left lever,both paws,no reaction,,,168.417,168.417,261,261,,
Crow_2024_08_04_L1_Box1,dirt,escape_arrow,solve,left lever,both paws,no reaction,,,202.916,202.916,1296,1296,,
Crow_2024_08_04_L1_Box1,dirt,Amazon,solve,left lever,left paw,exit,,,245.355,245.355,833,833,,
Crow_2024_08_04_L1_Box1,dirt,candy_corn,solve,left lever,both paws,exit,,,333.094,333.094,761,761,,
Crow_2024_08_04_L1_Box1,dirt,euro,solve,left lever,left paw,exit,,,385.105,385.105,528,528,,
Crow_2024_08_04_L1_Box1,dirt,candy_corn,solve,left lever,both paws,flinch,,,644.37,644.37,61,61,,
Crow_2024_08_04_L1_Box1,dirt,candy_corn,solve,left lever,left paw,exit,,,667.87,667.87,766,766,,
Crow_2024_08_04_L1_Box1,dirt,candy_corn,solve,left lever,both paws,flinch,,,718.536,718.536,2286,2286,,
Crow_2024_08_04_L1_Box1,dirt,candy_corn,solve,left lever,both paws,exit,,,775.381,775.381,740,740,,
Crow_2024_08_04_L1_Box1,dirt,candy_corn,solve,left lever,left paw,alert,,,861.812,861.812,177,177,,
Crow_2024_08_04_L1_Box1,dirt,candy_corn,solve,left lever,left paw,alert,,,899.857,899.857,420,420,,
Crow_2024_08_04_L1_Box1,dirt,candy_corn,solve,left lever,unknown,alert,,,920.256,920.256,1032,1032,,
Crow_2024_08_04_L1_Box1,dirt,half_note,solve,left lever,left paw,exit,,,"1,088,265","1,088,265",1327,1327,,
Crow_2024_08_04_L1_Box1,dirt,candy_corn,solve,left lever,left paw,flinch,,,"1,185,455","1,185,455",874,874,,
Crow_2024_08_04_L1_Box1,dirt,candy_corn,solve,left lever,left paw,no reaction,,,"1,567,958","1,567,958",204,204,,
Crow_2024_08_04_L1_Box1,dirt,battery,solve,left lever,left paw,no reaction,,,"1,580,024","1,580,024",566,566,,
Crow_2024_08_04_L1_Box1,dirt,battery,solve,left lever,both paws,no reaction,,,"1,612,670","1,612,670",337,337,,
Crow_2024_08_04_L1_Box1,dirt,battery,solve,right lever,both paws,no reaction,,,"1,622,270","1,622,270",625,625,,
Crow_2024_08_04_L1_Box1,dirt,battery,solve,left lever,both paws,no reaction,,,"1,639,136","1,639,136",0,0,,
Crow_2024_08_04_L1_Box1,dirt,candy_corn,solve,left lever,right paw,flinch,,,"1,640,843","1,640,843",51,51,,
Crow_2024_08_04_L1_Box1,dirt,battery,solve,left lever,right paw,no reaction,,,"1,656,842","1,656,842",531,531,,
Crow_2024_08_04_L1_Box1,dirt,battery,solve,left lever,left paw,no reaction,,,"1,685,109","1,685,109",1379,1379,,
Crow_2024_08_04_L1_Box1,dirt,battery,solve,left lever,left paw,no reaction,,,"1,704,742","1,704,742",1968,1968,,
Crow_2024_08_04_L1_Box1,dirt,battery,solve,left lever,both paws,no reaction,,,"1,713,909","1,713,909",2243,2243,,
Crow_2024_08_04_L1_Box1,dirt,candy_corn,solve,left lever,both paws,alert,,,"1,725,242","1,725,242",2582,2582,,
Crow_2024_08_04_L1_Box1,dirt,battery,solve,left lever,left paw,no reaction,,,"1,735,975","1,735,975",2904,2904,,
Crow_2024_08_04_L1_Box1,dirt,battery,solve,left lever,left paw,flinch,,,"1,750,842","1,750,842",3350,3350,,
Crow_2024_08_04_L1_Box1,dirt,battery,solve,left lever,left paw,no reaction,,,"1,764,741","1,764,741",3767,3767,,
Crow_2024_08_04_L1_Box1,dirt,battery,solve,left lever,left paw,no reaction,,,"1,771,441","1,771,441",3968,3968,,
Crow_2024_08_04_L1_Box1,dirt,battery,solve,left lever,left paw,no reaction,,,"1,787,281","1,787,281",256,256,,
Crow_2024_08_04_L1_Box1,dirt,battery,solve,right lever,right paw,no reaction,,,"1,803,481","1,803,481",742,742,,
Crow_2024_08_04_L1_Box1,dirt,battery,solve,left lever,both paws,no reaction,,,"1,825,881","1,825,881",1414,1414,,
Crow_2024_08_04_L1_Box1,dirt,battery,solve,left lever,left paw,no reaction,,,"1,839,680","1,839,680",1828,1828,,
Crow_2024_08_04_L1_Box3,dirt,Amazon,solve,right lever,right paw,exit,,,49.512,49.512,1326,1326,,
Crow_2024_08_04_L1_Box3,dirt,escape_arrow,solve,right lever,both paws,no reaction,,,137.79,137.79,280,280,,
Crow_2024_08_04_L1_Box3,dirt,escape_arrow,solve,right lever,both paws,no reaction,,,147.056,147.056,558,558,,
Crow_2024_08_04_L1_Box3,dirt,Amazon,solve,left lever,both paws,exit,,,147.823,147.823,581,581,,
Crow_2024_08_04_L1_Box3,dirt,escape_arrow,solve,left lever,left paw,no reaction,,,155.423,155.423,809,809,,
Crow_2024_08_04_L1_Box3,dirt,escape_arrow,solve,left lever,both paws,no reaction,,,160.256,160.256,954,954,,
Crow_2024_08_04_L1_Box3,dirt,escape_arrow,solve,right lever,both paws,no reaction,,,187.429,187.429,487,487,,
Crow_2024_08_04_L1_Box3,dirt,escape_arrow,solve,right lever,right paw,no reaction,,,209.402,209.402,330,330,,
Crow_2024_08_04_L1_Box3,dirt,escape_arrow,solve,right lever,both paws,no reaction,,,231.235,231.235,985,985,,
Crow_2024_08_04_L1_Box3,dirt,escape_arrow,solve,right lever,right paw,no reaction,,,241.935,241.935,1306,1306,,
Crow_2024_08_04_L1_Box3,dirt,escape_arrow,solve,right lever,both paws,no reaction,,,250.868,250.868,1574,1574,,
Crow_2024_08_04_L1_Box3,dirt,escape_arrow,solve,right lever,both paws,no reaction,,,255.401,255.401,1710,1710,,
Crow_2024_08_04_L1_Box3,dirt,escape_arrow,solve,left lever,both paws,no reaction,,,369.246,369.246,847,847,,
Crow_2024_08_04_L1_Box3,dirt,Amazon,solve,left lever,both paws,no reaction,,,390.079,390.079,1472,1472,,
Crow_2024_08_04_L1_Box3,dirt,escape_arrow,solve,left lever,unknown,no reaction,,,403.312,403.312,1869,1869,,
Crow_2024_08_04_L1_Box3,dirt,escape_arrow,solve,right lever,right paw,no reaction,,,421.179,421.179,2405,2405,,
Crow_2024_08_04_L1_Box3,dirt,escape_arrow,solve,right lever,both paws,no reaction,,,428.612,428.612,2628,2628,,
Crow_2024_08_04_L1_Box3,dirt,escape_arrow,solve,right lever,both paws,no reaction,,,451.518,451.518,484,484,,
Crow_2024_08_04_L1_Box3,dirt,escape_arrow,solve,right lever,both paws,no reaction,,,466.951,466.951,947,947,,
Crow_2024_08_04_L1_Box3,dirt,Amazon,solve,right lever,right paw,no reaction,,,501.917,501.917,1996,1996,,
Crow_2024_08_04_L1_Box3,dirt,Amazon,solve,right lever,right paw,flinch,,,544.384,544.384,3270,3270,,
Crow_2024_08_04_L1_Box3,dirt,Amazon,solve,right lever,right paw,flinch,,,571.317,571.317,4078,4078,,
Crow_2024_08_04_L1_Box3,dirt,Amazon,solve,left lever,both paws,alert,,,605.983,605.983,5118,5118,,
Crow_2024_08_04_L1_Box3,dirt,Amazon,solve,left lever,left paw,flinch,,,626.283,626.283,5727,5727,,
Crow_2024_08_04_L1_Box3,dirt,Amazon,solve,left lever,left paw,flinch,,,677.949,677.949,7277,7277,,
Crow_2024_08_04_L1_Box3,dirt,Amazon,solve,left lever,left paw,flinch,,,764.987,764.987,603,603,,
Crow_2024_08_04_L1_Box3,dirt,escape_arrow,solve,left lever,both paws,no reaction,,,774.687,774.687,894,894,,
Crow_2024_08_04_L1_Box3,dirt,escape_arrow,solve,right lever,both paws,no reaction,,,787.393,787.393,164,164,,
Crow_2024_08_04_L1_Box3,dirt,escape_arrow,solve,right lever,both paws,no reaction,,,798.132,798.132,101,101,,
Crow_2024_08_04_L1_Box3,dirt,escape_arrow,solve,right lever,both paws,no reaction,,,805.305,805.305,19,19,,
Crow_2024_08_04_L1_Box3,dirt,escape_arrow,solve,right lever,both paws,no reaction,,,815.178,815.178,100,100,,
Crow_2024_08_04_L1_Box3,dirt,escape_arrow,solve,right lever,both paws,no reaction,,,823.045,823.045,336,336,,
Crow_2024_08_04_L1_Box3,dirt,escape_arrow,solve,right lever,both paws,no reaction,,,854.178,854.178,1270,1270,,
Crow_2024_08_04_L1_Box3,dirt,Amazon,solve,left lever,left paw,alert,,,926.677,926.677,3445,3445,,
Crow_2024_08_04_L1_Box3,dirt,Amazon,solve,right lever,right paw,alert,,,983.682,983.682,1070,1070,,
Crow_2024_08_04_L1_Box3,dirt,Amazon,solve,right lever,right paw,flinch,,,"1,045,748","1,045,748",2932,2932,,
Crow_2024_08_04_L1_Box3,dirt,escape_arrow,solve,left lever,both paws,no reaction,,,"1,062,715","1,062,715",3441,3441,,
Crow_2024_08_04_L1_Box3,dirt,escape_arrow,solve,left lever,left paw,no reaction,,,"1,069,314","1,069,314",3639,3639,,
Crow_2024_08_04_L1_Box3,dirt,escape_arrow,solve,left lever,both paws,no reaction,,,"1,079,420","1,079,420",53,53,,
Crow_2024_08_04_L1_Box3,dirt,escape_arrow,solve,right lever,both paws,no reaction,,,"1,093,159","1,093,159",125,125,,
Crow_2024_08_04_L1_Box3,dirt,escape_arrow,solve,right lever,both paws,no reaction,,,"1,103,366","1,103,366",108,108,,
Crow_2024_08_04_L1_Box3,dirt,escape_arrow,solve,right lever,both paws,no reaction,,,"1,114,399","1,114,399",439,439,,
Crow_2024_08_04_L1_Box3,dirt,escape_arrow,solve,right lever,both paws,no reaction,,,"1,125,499","1,125,499",772,772,,
Crow_2024_08_04_L1_Box3,dirt,escape_arrow,solve,right lever,both paws,no reaction,,,"1,163,132","1,163,132",1901,1901,,
Crow_2024_08_04_L1_Box3,dirt,Amazon,solve,left lever,left paw,no reaction,,,"1,286,283","1,286,283",2381,2381,,
Crow_2024_08_04_L1_Box3,dirt,Amazon,solve,left lever,left paw,no reaction,,,"1,321,382","1,321,382",3434,3434,,
Crow_2024_08_04_L1_Box3,dirt,Amazon,solve,left lever,both paws,no reaction,,,"1,353,415","1,353,415",4395,4395,,
Crow_2024_08_04_L1_Box3,dirt,Amazon,solve,left lever,both paws,no reaction,,,"1,414,781","1,414,781",6236,6236,,
Crow_2024_08_04_L1_Box3,dirt,Amazon,solve,left lever,unknown,no reaction,,,"1,475,214","1,475,214",8049,8049,,
Crow_2024_08_04_L1_Box3,dirt,Amazon,solve,left lever,left paw,no reaction,,,"1,559,320","1,559,320",1967,1967,,
Crow_2024_08_04_L1_Box3,dirt,Amazon,solve,left lever,unknown,no reaction,,,"1,604,553","1,604,553",3324,3324,,
Crow_2024_08_04_L1_Box3,dirt,Amazon,solve,left lever,left paw,no reaction,,,"1,617,186","1,617,186",3703,3703,,
Crow_2024_08_04_L1_Box3,dirt,Amazon,solve,left lever,left paw,no reaction,,,"1,636,319","1,636,319",4277,4277,,
Crow_2024_08_04_L1_Box3,dirt,Amazon,solve,left lever,left paw,no reaction,,,"1,727,730","1,727,730",28,28,,
Crow_2024_08_04_L1_Box3,dirt,Amazon,solve,left lever,left paw,no reaction,,,"1,741,497","1,741,497",441,441,,
Crow_2024_08_04_L1_Box3,dirt,Amazon,solve,left lever,left paw,no reaction,,,"1,827,436","1,827,436",75,75,,
Crow_2024_08_04_L1_Box3,dirt,Amazon,solve,left lever,left paw,no reaction,,,"1,838,402","1,838,402",404,404,,
Crow_2024_08_04_L1_Box3,dirt,Amazon,solve,left lever,left paw,no reaction,,,"1,846,002","1,846,002",632,632,,
Crow_2024_08_04_L1_Box3,dirt,escape_arrow,solve,right lever,both paws,no reaction,,,"1,998,267","1,998,267",5200,5200,,
Crow_2024_08_04_L1_Box3,dirt,escape_arrow,solve,right lever,both paws,no reaction,,,"2,015,367","2,015,367",5713,5713,,
Crow_2024_08_04_L1_Box3,dirt,escape_arrow,solve,right lever,both paws,no reaction,,,"2,018,373","2,018,373",20,20,,
Crow_2024_08_04_L1_Box3,dirt,escape_arrow,solve,right lever,both paws,no reaction,,,"2,032,040","2,032,040",430,430,,
Crow_2024_08_04_L1_Box3,dirt,Amazon,solve,left lever,head,no reaction,,,"2,064,057","2,064,057",301,301,,
Crow_2024_08_04_L1_Box3,dirt,escape_arrow,solve,left lever,both paws,no reaction,,,"2,074,223","2,074,223",606,606,,
Crow_2024_08_04_L1_Box3,dirt,escape_arrow,solve,left lever,left paw,no reaction,,,"2,082,857","2,082,857",865,865,,
Crow_2024_08_04_L1_Box3,dirt,escape_arrow,solve,left lever,left paw,no reaction,,,"2,090,523","2,090,523",1095,1095,,
Crow_2024_08_04_L1_Box3,dirt,escape_arrow,solve,left lever,both paws,no reaction,,,"2,102,057","2,102,057",1440,1440,,
Crow_2024_08_04_L1_Box3,dirt,Amazon,solve,right lever,left paw,alert,,,"2,184,895","2,184,895",1972,1972,,
Crow_2024_08_04_L1_Box3,dirt,Amazon,solve,left lever,left paw,no reaction,,,"2,195,495","2,195,495",2290,2290,,
Crow_2024_08_04_L1_Box3,dirt,Amazon,solve,left lever,left paw,no reaction,,,"2,200,329","2,200,329",2435,2435,,
Crow_2024_08_04_L1_Box3,dirt,escape_arrow,solve,left lever,both paws,no reaction,,,"2,285,367","2,285,367",1854,1854,,
Crow_2024_08_04_L1_Box3,dirt,escape_arrow,solve,left lever,both paws,no reaction,,,"2,288,734","2,288,734",1955,1955,,
Crow_2024_08_04_L1_Box3,dirt,escape_arrow,solve,left lever,both paws,no reaction,,,"2,298,100","2,298,100",2236,2236,,
Crow_2024_08_04_L1_Box3,dirt,battery,solve,left lever,both paws,flinch,,,"2,322,500","2,322,500",2968,2968,,
Crow_2024_08_04_L1_Box3,dirt,escape_arrow,solve,right lever,both paws,no reaction,,,"2,325,806","2,325,806",36,36,,
Crow_2024_08_04_L1_Box3,dirt,escape_arrow,solve,right lever,both paws,no reaction,,,"2,337,045","2,337,045",68,68,,
Crow_2024_08_04_L1_Box3,dirt,Amazon,solve,left lever,left paw,flinch,,,"2,384,151","2,384,151",1192,1192,,
Crow_2024_08_04_L1_Box3,dirt,Amazon,solve,left lever,left paw,flinch,,,"2,402,990","2,402,990",530,530,,
Crow_2024_08_04_L1_Box3,dirt,Amazon,solve,right lever,right paw,no reaction,,,"2,517,089","2,517,089",3953,3953,,
Crow_2024_08_04_L1_Box3,dirt,Amazon,solve,right lever,right paw,no reaction,,,"2,525,956","2,525,956",4219,4219,,
Crow_2024_08_04_L1_Box3,dirt,Amazon,solve,right lever,right paw,no reaction,,,"2,534,822","2,534,822",4485,4485,,
Crow_2024_08_04_L1_Box3,dirt,Amazon,solve,right lever,right paw,no reaction,,,"2,561,561","2,561,561",176,176,,
Crow_2024_08_04_L1_Box3,dirt,Amazon,solve,right lever,both paws,no reaction,,,"2,704,043","2,704,043",670,670,,
Crow_2024_08_04_L1_Box3,dirt,battery,solve,right lever,both paws,no reaction,,,"2,719,543","2,719,543",1135,1135,,
Crow_2024_08_04_L1_Box3,dirt,Amazon,solve,right lever,left paw,no reaction,,,"2,748,482","2,748,482",736,736,,
Crow_2024_08_04_L1_Box3,dirt,Amazon,solve,right lever,right paw,no reaction,,,"2,767,048","2,767,048",1293,1293,,
Crow_2024_08_04_L1_Box3,dirt,battery,solve,left lever,both paws,exit,,,"2,795,681","2,795,681",2152,2152,,
Crow_2024_08_04_L1_Box3,dirt,battery,solve,left lever,left paw,no reaction,,,"2,803,015","2,803,015",2372,2372,,
Crow_2024_08_04_L1_Box3,dirt,Amazon,solve,left lever,left paw,no reaction,,,"2,817,114","2,817,114",2795,2795,,
Crow_2024_08_04_L1_Box3,dirt,Amazon,solve,right lever,right paw,no reaction,,,"2,844,981","2,844,981",3631,3631,,
Crow_2024_08_04_L1_Box3,dirt,battery,solve,right lever,both paws,no reaction,,,"2,851,214","2,851,214",3818,3818,,
Crow_2024_08_04_L1_Box3,dirt,battery,solve,right lever,both paws,no reaction,,,"2,863,847","2,863,847",4197,4197,,
Crow_2024_08_04_L1_Box3,dirt,Amazon,solve,left lever,left paw,no reaction,,,"2,877,414","2,877,414",4604,4604,,
Crow_2024_08_04_L1_Box3,dirt,battery,solve,right lever,left paw,no reaction,,,"2,890,787","2,890,787",395,395,,
Crow_2024_08_04_L1_Box3,dirt,Amazon,solve,right lever,right paw,no reaction,,,"2,914,572","2,914,572",489,489,,
Crow_2024_08_04_L4_Box1,grass,candy_corn,solve,right lever,right paw,no reaction,,,44.646,44.646,205,205,,
Crow_2024_08_04_L4_Box1,grass,candy_corn,solve,right lever,right paw,exit,,,80.979,80.979,1295,1295,,
Crow_2024_08_04_L4_Box1,grass,candy_corn,solve,right lever,both paws,flinch,,,174.611,174.611,4104,4104,,
